store_code,no_of_subway_station,no_of_department_store,no_of_embassy,no_of_beauty_salon,no_of_police,no_of_courthouse,no_of_cemetery,no_of_pharmacy,no_of_local_government_office,no_of_shopping_mall,no_of_city_hall,no_of_rv_park,no_of_shoe_store,no_of_bank,no_of_bowling_alley,no_of_bar,no_of_university,no_of_car_dealer,no_of_movie_theater,no_of_taxi_stand,no_of_jewelry_store,no_of_church,no_of_convenience_store,no_of_campground,no_of_lawyer,no_of_parking,no_of_post_office,no_of_hindu_temple,no_of_hardware_store,no_of_meal_takeaway,no_of_movie_rental,no_of_gas_station,no_of_funeral_home,no_of_aquarium,no_of_restaurant,no_of_home_goods_store,no_of_casino,no_of_veterinary_care,no_of_airport,no_of_bus_station,no_of_museum,no_of_night_club,no_of_electrician,no_of_mosque,no_of_amusement_park,no_of_lodging,no_of_florist,no_of_liquor_store,no_of_hospital,no_of_car_rental,no_of_stadium,no_of_store,no_of_hair_care,no_of_transit_station,no_of_meal_delivery,no_of_gym,no_of_park,no_of_dentist,no_of_library,no_of_book_store,no_of_painter,no_of_roofing_contractor,no_of_moving_company,no_of_clothing_store,no_of_furniture_store,no_of_physiotherapist,no_of_atm,no_of_art_gallery,no_of_car_wash,no_of_locksmith,no_of_spa,no_of_accounting,no_of_cafe,no_of_car_repair,no_of_synagogue,no_of_real_estate_agency,no_of_electronics_store,no_of_doctor,no_of_bicycle_store,no_of_storage,no_of_zoo,no_of_train_station,no_of_fire_station,no_of_laundry,no_of_insurance_agency,no_of_plumber,no_of_pet_store,no_of_bakery,no_of_travel_agency,avg_rating_of_subway_station,avg_rating_of_department_store,avg_rating_of_embassy,avg_rating_of_beauty_salon,avg_rating_of_police,avg_rating_of_courthouse,avg_rating_of_cemetery,avg_rating_of_pharmacy,avg_rating_of_local_government_office,avg_rating_of_shopping_mall,avg_rating_of_city_hall,avg_rating_of_rv_park,avg_rating_of_shoe_store,avg_rating_of_bank,avg_rating_of_bowling_alley,avg_rating_of_bar,avg_rating_of_university,avg_rating_of_car_dealer,avg_rating_of_movie_theater,avg_rating_of_taxi_stand,avg_rating_of_jewelry_store,avg_rating_of_church,avg_rating_of_convenience_store,avg_rating_of_campground,avg_rating_of_lawyer,avg_rating_of_parking,avg_rating_of_post_office,avg_rating_of_hindu_temple,avg_rating_of_hardware_store,avg_rating_of_meal_takeaway,avg_rating_of_movie_rental,avg_rating_of_gas_station,avg_rating_of_funeral_home,avg_rating_of_aquarium,avg_rating_of_restaurant,avg_rating_of_home_goods_store,avg_rating_of_casino,avg_rating_of_veterinary_care,avg_rating_of_airport,avg_rating_of_bus_station,avg_rating_of_museum,avg_rating_of_night_club,avg_rating_of_electrician,avg_rating_of_mosque,avg_rating_of_amusement_park,avg_rating_of_lodging,avg_rating_of_florist,avg_rating_of_liquor_store,avg_rating_of_hospital,avg_rating_of_car_rental,avg_rating_of_stadium,avg_rating_of_store,avg_rating_of_hair_care,avg_rating_of_transit_station,avg_rating_of_meal_delivery,avg_rating_of_gym,avg_rating_of_park,avg_rating_of_dentist,avg_rating_of_library,avg_rating_of_book_store,avg_rating_of_painter,avg_rating_of_roofing_contractor,avg_rating_of_moving_company,avg_rating_of_clothing_store,avg_rating_of_furniture_store,avg_rating_of_physiotherapist,avg_rating_of_atm,avg_rating_of_art_gallery,avg_rating_of_car_wash,avg_rating_of_locksmith,avg_rating_of_spa,avg_rating_of_accounting,avg_rating_of_cafe,avg_rating_of_car_repair,avg_rating_of_synagogue,avg_rating_of_real_estate_agency,avg_rating_of_electronics_store,avg_rating_of_doctor,avg_rating_of_bicycle_store,avg_rating_of_storage,avg_rating_of_zoo,avg_rating_of_train_station,avg_rating_of_fire_station,avg_rating_of_laundry,avg_rating_of_insurance_agency,avg_rating_of_plumber,avg_rating_of_pet_store,avg_rating_of_bakery,avg_rating_of_travel_agency,near_by_post_code,no_of_near_by_shops
23620,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,5,3,0,0,0,3,0,0,2,0,0,5,1,0,0,0,0,12,2,3,0,1,0,0,0,0,0,0,0,2,1,1,1,0,0,0,2,0,0,0,0,2,1,1,0,0,0,0,0,2,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3.7,0.0,0.0,4.34,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4200000000000004,5.0,0.0,0.0,0.0,0.0,2.0749999999999997,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,4.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
23767,0,0,0,2,0,0,0,1,0,0,0,0,2,2,0,5,0,0,0,0,4,0,0,0,2,4,1,0,0,3,0,0,0,0,23,7,0,0,0,3,1,1,3,0,0,5,2,2,0,0,0,60,12,5,0,2,0,10,0,1,0,0,0,22,2,3,3,0,0,0,1,0,5,1,0,12,5,24,1,0,0,1,1,1,4,0,0,3,3,0.0,0.0,0.0,2.5,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0,0.0,3.75,0.0,4.6,0.0,0.0,0.0,0.0,2.375,0.0,0.0,0.0,0.0,2.8,3.0,0,0.0,4.466666666666667,0.0,0.0,0.0,0.0,3.1956521739130435,0.7142857142857143,0.0,0.0,0.0,1.0,4.5,5.0,3.3333333333333335,0.0,0.0,3.66,5.0,4.95,0.0,0.0,0.0,2.54,2.8000000000000003,2.6,0.0,2.5,0.0,1.0699999999999998,0.0,5.0,0.0,0.0,0.0,1.2409090909090907,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,5.0,0.0,3.8600000000000003,4.0,0.0,0.0,3.7399999999999998,1.0,4.2,0.0,0.0,5.0,0.0,1.0,2.5,0.0,0.0,4.2,1.3333333333333333,3,2
23778,0,0,0,4,2,0,0,0,3,0,2,0,3,4,0,4,0,0,0,0,4,1,0,0,3,6,1,0,0,3,0,0,0,0,20,6,0,0,0,2,1,0,0,0,0,5,1,1,0,0,0,60,10,5,0,0,2,5,1,0,1,0,0,20,1,0,4,0,0,0,2,1,6,1,0,10,2,20,1,0,0,1,0,1,4,0,0,2,5,0.0,0.0,0.0,2.375,2.5,0.0,0.0,0.0,3.3333333333333335,0.0,2.5,0,0.0,3.125,0.0,4.574999999999999,0.0,0.0,0.0,0.0,2.375,0.0,0.0,0.0,0.0,1.0333333333333334,3.0,0,0.0,4.466666666666667,0.0,0.0,0.0,0.0,3.7349999999999994,1.6666666666666667,0.0,0.0,0.0,1.5,4.5,0.0,0.0,0.0,0.0,3.66,5.0,4.9,0.0,0.0,0.0,2.358333333333334,3.3200000000000003,3.6,0.0,0.0,1.8,0.9400000000000001,5.0,0.0,0.0,0.0,0.0,1.1149999999999998,0.0,0.0,2.5,0.0,0.0,0.0,2.5,5.0,3.983333333333333,4.0,0.0,0.5,1.85,0.55,4.2,0.0,0.0,5.0,0.0,1.0,2.5,0.0,0.0,4.2,0.8,3,5
23793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,1,0,0,2,0,2,0,0,0,11,0,3,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,2.5,0.0,0.0,0.0,2.6363636363636362,0.0,3.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15,1,1
23987,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,6,3,2,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,0.0,0.0,0.0,0.0,1.85,0.0,0.0,5.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,1.4833333333333332,4.666666666666667,1.85,0.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,1,8
24007,0,1,0,28,0,0,0,2,2,0,0,0,14,8,0,37,5,0,1,0,17,3,0,0,24,2,1,0,0,11,0,0,0,0,60,9,0,1,0,5,3,9,1,0,0,6,2,5,0,0,0,60,51,5,3,13,4,11,1,9,0,0,1,60,4,8,3,3,0,1,3,1,18,0,0,30,11,34,1,1,0,1,0,1,5,0,0,5,7,0.0,3.5,0.0,2.0892857142857144,0.0,0.0,0.0,0.5,2.5,0.0,0.0,0,3.707142857142857,2.025,0.0,3.681081081081081,0.8400000000000001,0.0,4.0,0.0,3.576470588235294,3.1,0.0,0.0,0.625,3.7,4.0,0,0.0,3.3363636363636364,0.0,0.0,0.0,0.0,3.473333333333334,1.9555555555555557,0.0,5.0,0.0,0.9800000000000001,0.0,3.6333333333333337,0.0,0.0,0.0,4.1499999999999995,0.5,1.98,0.0,0.0,0.0,2.955,2.947058823529412,0.9800000000000001,4.066666666666666,1.7615384615384617,1.95,1.6636363636363638,4.0,2.944444444444444,0.0,0.0,5.0,2.05,2.475,0.625,1.6666666666666667,1.6666666666666667,0.0,4.5,4.366666666666666,0.0,3.7333333333333334,0.0,0.0,0.31,2.509090909090909,1.288235294117647,4.3,5.0,0.0,4.9,0.0,0.0,0.6,0.0,0.0,4.36,2.585714285714286,3,8
24024,0,1,0,7,0,0,0,5,3,1,0,0,3,10,0,6,4,0,0,1,2,2,0,0,21,4,2,0,0,4,0,0,0,0,27,8,0,0,0,4,0,1,1,0,0,4,1,0,3,1,0,60,16,7,0,6,2,19,2,1,0,0,1,19,2,7,7,1,0,1,1,3,7,0,1,19,6,44,0,1,0,2,0,5,7,0,0,4,9,0.0,4.1,0.0,3.9,0.0,0.0,0.0,2.62,3.033333333333333,0.0,0.0,0,3.6666666666666665,1.54,0.0,3.3833333333333333,2.0250000000000004,0.0,0.0,0.0,3.0,2.5,0.0,0.0,0.6190476190476191,1.75,1.25,0,0.0,3.8249999999999997,0.0,0.0,0.0,0.0,3.422222222222222,2.675,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,2.925,5.0,0.0,1.0666666666666667,4.0,0.0,2.6733333333333333,3.74375,2.585714285714286,0.0,2.4,1.75,1.4210526315789473,4.85,0.0,0.0,0.0,0.0,1.0894736842105264,0.0,1.2857142857142858,1.1428571428571428,0.0,0.0,1.0,4.5,2.2333333333333334,3.4857142857142853,0.0,4.7,0.7473684210526316,1.8999999999999997,0.7568181818181817,0.0,0.0,0.0,3.55,0.0,1.0,1.957142857142857,0.0,0.0,3.6500000000000004,2.533333333333333,4,9
24347,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,11,4,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0.0,0.0,0.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.7999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.727272727272727,3.75,0.7999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,11
24356,0,0,0,4,0,1,0,0,2,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,10,2,0,0,0,1,0,1,2,0,0,2,2,1,0,0,0,21,4,1,0,1,0,2,0,1,1,0,0,1,1,2,1,0,0,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,1,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.7400000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,3.75,2.5,0.0,0.0,0.0,0.0,1.8190476190476192,2.5,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.1666666666666665,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,2,2
24357,0,0,0,5,0,0,0,1,1,1,1,0,4,3,0,0,0,0,0,0,4,2,0,0,3,0,0,0,1,1,0,0,0,0,14,6,0,1,0,1,1,0,1,0,0,3,2,0,1,0,0,59,11,1,0,1,0,6,0,4,1,0,0,12,2,3,1,0,0,0,4,0,4,1,0,9,4,18,1,0,0,0,0,1,1,0,0,0,3,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0,2.125,3.9,0.0,0.0,0.0,0.0,0.0,0.0,3.375,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4.8,0.0,0.0,0.0,0.0,4.335714285714286,4.583333333333333,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8000000000000003,5.0,0.0,0.0,0.0,0.0,2.284745762711865,4.672727272727273,0.0,0.0,4.3,0.0,1.5,0.0,1.0,0.0,0.0,0.0,1.4416666666666667,4.9,1.6666666666666667,3.0,0.0,0.0,0.0,2.45,0.0,4.6,4.8,0.0,0.5333333333333333,2.175,0.7888888888888889,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1,3
24363,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,1,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,24,2,1,0,1,0,0,0,2,0,0,0,4,3,0,2,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,0.0,0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7833333333333334,4.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.3666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,0.0,0.0,0.0,0.0,0.0,3,2
24375,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,5,4,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,22,6,1,0,2,1,0,0,0,1,0,0,1,2,1,0,1,1,0,1,0,0,6,0,1,3,3,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0,0.0,0.0,0.0,3.233333333333333,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.4399999999999995,1.25,0.0,0.0,0.0,4.0,0.0,4.7,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.7636363636363632,1.6666666666666667,4.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.9166666666666666,0.0,0.0,3.3333333333333335,1.6666666666666667,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,2,8
24410,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,1,2,1,0,1,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.0,0.0,0.0,0.0,0.0,4.175,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.766666666666667,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1,1
24438,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,7,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3,0,2,0,1,0,1,1,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,1.8142857142857143,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.9,0.0,1,1
24444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
24501,0,0,0,0,1,0,0,0,1,0,1,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,14,1,2,2,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,0,2,0,0,2,1,0,0,0,1,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.5,0.0,0.0,0.0,3.65,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.9,0.0,0.0,0.0,0.0,3.157142857142857,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7714285714285714,0.0,0.5,2.95,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1,1
24576,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,1,0,0,0,2,0,0,0,0,4,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.55,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.925,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1
24577,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,1,3,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.5,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,5.0,2.8333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
24647,0,0,0,4,0,0,0,1,1,0,1,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,13,1,0,0,0,3,0,3,1,0,0,15,1,1,0,0,0,23,0,3,0,1,0,1,0,2,1,0,0,3,1,1,1,0,0,0,3,0,3,0,0,4,2,4,0,0,0,0,0,0,4,0,0,1,1,0.0,0.0,0.0,1.1,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0,0.0,0.0,0.0,4.325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4.4,0.0,0.0,0.0,0.0,3.6076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,4.366666666666667,0.0,0.0,0.0,2.886666666666667,5.0,4.5,0.0,0.0,0.0,1.9956521739130437,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,4.633333333333334,0.0,2.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1,2
24652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,2,0,0,1,0,0,5,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.4800000000000004,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,4.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2
24716,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,0,0,2,0,0,0,0,6,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6,2,2,1,2,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,2,0,2,0,0,0,1,0,0,1,0,0,1,0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4.050000000000001,0.0,0.0,0.0,0.0,3.8166666666666664,5.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8166666666666664,5.0,3.75,4.4,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,4.2,0.0,3,4
